ROA_global,Margen_operativo,Endeudamiento,Liquidez,CashFlow,Bankrupt?
0.40024449197081197,0.8682219033117473,0.17301469286511606,2.425630823255021,0.5388488202936127,1
0.5064116950273153,0.8685422983837494,0.15584157322920597,5.436089998510522,0.555734115566417,1
0.465795038448558,0.867882748069043,0.17298400514179313,9.60662945031961,0.5468363751244497,1
0.43628066781348335,0.8682107710234369,0.14758611957843307,3.924336227480799,0.5438874267157651,1
0.5085840445043187,0.8685476441869673,0.13005748154484792,5.614691284342098,0.5517513033764491,1
0.40766358672053365,0.8681439512792698,0.15990924647225024,2.1208290341692235,0.5727197293384126,1
0.4242617998321217,0.8683218134113483,0.1776823898500417,4.747344912476871,0.5496191738612269,0
0.5461199875561261,0.8686064291404957,0.13069585336544629,9.296236122069336,0.570199221760665,0
0.5256469172602647,0.8685707972956953,0.11242639712288416,13.66301280664548,0.562022387522978,0
0.5298547263028021,0.8685748627757389,0.13567816784443787,10.28031541677754,0.5826511123156833,0
0.52940500846672,0.8686577126212996,0.12895516622285935,5.037765919581974,0.5590250541379874,0
0.4976912289843523,0.8686024387921734,0.12552343538110602,7.479157020139374,0.562394240429794,0
0.528704307293395,0.8686060385106161,0.14483672911574372,5.816042752124695,0.5584796371939187,0
0.5103461502493527,0.8685448650985134,0.13008078139881316,8.965293754814073,0.5734312895166523,0
0.550789820302097,0.8686744176476217,0.12376342291484117,17.28383215104114,0.5620397533484214,0
0.5478874132556589,0.8686663883410121,0.1272689913288446,10.059000130997484,0.5732884356624797,0
0.5298110114931154,0.8688782748006819,0.1133988490628552,5.744082198809691,0.556244520803811,0
0.5691036167711191,0.8687226101337208,0.1197463724488106,13.893969142411434,0.5662695724555893,0
0.5408403031036872,0.868578226968541,0.1435101756236494,6.397521459024277,0.57494596764004,0
0.521588554747168,0.8686085461261257,0.1192927960633705,11.621058067182362,0.5662030946831457,0
0.5218304450526466,0.8686643208461017,0.12625450144413378,26.594674549812506,0.5595854983310394,0
0.5406917668437047,0.8686222357009487,0.12789032299619155,15.460545996279569,0.5918480220038096,0
0.5482411867031279,0.8686233814398993,0.14557892857031698,6.795338894939616,0.5784536400601951,0
0.5278130136307496,0.868596257153757,0.16573507372840302,5.42101920952761,0.5711881432062647,0
0.541316977231831,0.868591033814292,0.16644433911274156,5.451529029109298,0.5704001316103807,0
0.48138942202030566,0.8683213267652029,0.14567585966585253,5.6444580814136565,0.56377212556361,0
0.550501481454131,0.8686714259481333,0.12465895341237072,5.7025804380174865,0.5741909803543637,0
0.577649149227192,0.8687105959957253,0.1043592738671673,18.850186442784597,0.5936409111410322,0
0.538454178991465,0.8686284470321143,0.12374065981267483,12.670488681738723,0.568518335686194,0
0.4500482386649643,0.8684631009694218,0.17971987833692138,3.9652656482177386,0.543583178570551,1
0.5042187511648444,0.86847401382055,0.18554023510049067,1.9726683965688658,0.5464609111067976,1
0.5167524291146943,0.8685671568259355,0.1733658018967956,3.4406459549262167,0.5633427939049324,0
0.545468394754835,0.8685993371292363,0.1339774835503613,8.52580972701414,0.5625996204242764,0
0.5238767664824583,0.8685656063832586,0.11378137503002948,11.509303123132337,0.5578903835407479,0
0.5312897421205237,0.868568582818083,0.13676209822259655,10.212464176825959,0.5632605840479443,0
0.5215781546387304,0.8686456507527867,0.13618980048098422,5.686168813023901,0.5600916254213893,0
0.49879494689971066,0.868477539161351,0.14269375942008078,5.117327500910138,0.5638847954779557,0
0.5165160711450493,0.8685795009208891,0.14585887568313247,8.283914627909892,0.5568932020404797,0
0.517130757744116,0.8685596931516341,0.1258942474526004,16.49161338179093,0.5583247530196189,0
0.5261317756063594,0.8685669477311347,0.12024540944447266,16.218744709461657,0.5664718806683073,0
0.5428939205150863,0.8686968959082613,0.1347518356332713,7.5756283154894914,0.5707143545378967,0
0.5311204099442061,0.8688884946857819,0.1162047298510232,5.165443977256965,0.5576846799775893,0
0.545717807118598,0.8686695009737694,0.12265774135235936,10.224201926817202,0.5729401643205523,0
0.558446672233419,0.8686119070092603,0.14217758518844895,5.22463091177893,0.5746971022024676,0
0.5383973007253741,0.868636105999828,0.12432249108179395,9.359186015432384,0.569913599835196,0
0.525637850907432,0.8686916829771533,0.12546726471892505,20.704479795744103,0.5600170395326353,0
0.5371609143363913,0.868625834412077,0.12749475497637613,16.99040084433875,0.5708244437682369,0
0.552927288786962,0.8686492381516806,0.14375052554421228,6.707674550522579,0.5835834564412203,0
0.5278946586284944,0.868597548198141,0.1696864119157323,5.604543302504407,0.5348307917209317,0
0.538183499972396,0.8685923367874316,0.16182504460872102,5.37287136666825,0.5645094139051534,0
0.5064233860506624,0.8685060865022797,0.14870982738794114,3.6662671945054486,0.5610840703633934,0
0.5511469483565743,0.8686851166521933,0.12449099285060228,5.179520802312846,0.5793531104431616,0
0.551654149612523,0.8686609248065263,0.1099971408332185,13.796831838170341,0.5731643752468464,0
